VideoName,ImageName,NumAnimals,Mistakes,,Precision
3_04_15_10_merged.mp4,3_04_15_10_001.jpg,7,0,,96.63%
3_04_15_10_merged.mp4,3_04_15_10_002.jpg,7,0,,
3_04_15_10_merged.mp4,3_04_15_10_003.jpg,7,0,,
3_04_15_10_merged.mp4,3_04_15_10_004.jpg,7,0,,
3_04_15_10_merged.mp4,3_04_15_10_005.jpg,7,0,,
3_04_15_10_merged.mp4,3_04_15_10_006.jpg,7,1,,
3_04_15_10_merged.mp4,3_04_15_10_007.jpg,7,0,,
3_04_15_10_merged.mp4,3_04_15_10_008.jpg,9,0,,
3_04_15_10_merged.mp4,3_04_15_10_009.jpg,16,0,,
3_04_15_10_merged.mp4,3_04_15_10_010.jpg,16,2,,
3_04_15_10_merged.mp4,3_04_15_10_011.jpg,16,0,,
3_04_15_10_merged.mp4,3_04_15_10_012.jpg,16,0,,
3_04_15_10_merged.mp4,3_04_15_10_013.jpg,16,1,,
3_04_15_10_merged.mp4,3_04_15_10_014.jpg,16,1,,
3_04_15_10_merged.mp4,3_04_15_10_015.jpg,16,0,,
3_04_15_10_merged.mp4,3_04_15_10_016.jpg,16,0,,
3_04_15_10_merged.mp4,3_04_15_10_017.jpg,16,2,,
3_04_15_10_merged.mp4,3_04_15_10_018.jpg,16,2,,
3_04_15_10_merged.mp4,3_04_15_10_019.jpg,16,1,,
3_04_15_10_merged.mp4,3_04_15_10_020.jpg,16,1,,
3_04_15_10_merged.mp4,3_04_15_10_021.jpg,16,1,,
3_04_15_10_merged.mp4,3_04_15_10_022.jpg,16,0,,
3_04_15_10_merged.mp4,3_04_15_10_023.jpg,16,2,,
3_04_15_10_merged.mp4,3_04_15_10_024.jpg,16,1,,
3_04_15_10_merged.mp4,3_04_15_10_025.jpg,16,0,,
3_04_15_10_merged.mp4,3_04_15_10_026.jpg,16,0,,
3_04_15_10_merged.mp4,3_04_15_10_027.jpg,16,0,,
3_04_15_10_merged.mp4,3_04_15_10_028.jpg,16,0,,
3_04_15_10_merged.mp4,3_04_15_10_029.jpg,16,1,,
3_04_15_10_merged.mp4,3_04_15_10_030.jpg,16,0,,
3_04_15_10_merged.mp4,3_04_15_10_031.jpg,16,1,,
3_04_15_10_merged.mp4,3_04_15_10_032.jpg,16,0,,
3_04_15_14_merged.mp4,3_04_15_14_001.jpg,16,0,,
3_04_15_14_merged.mp4,3_04_15_14_002.jpg,16,0,,
3_04_15_14_merged.mp4,3_04_15_14_003.jpg,16,0,,
3_04_15_14_merged.mp4,3_04_15_14_004.jpg,16,0,,
3_04_15_14_merged.mp4,3_04_15_14_005.jpg,16,0,,
3_04_15_14_merged.mp4,3_04_15_14_006.jpg,16,0,,
3_04_15_14_merged.mp4,3_04_15_14_007.jpg,16,0,,
3_04_15_14_merged.mp4,3_04_15_14_008.jpg,16,0,,
3_04_15_14_merged.mp4,3_04_15_14_009.jpg,16,0,,
3_04_15_14_merged.mp4,3_04_15_14_010.jpg,16,2,,
3_04_15_14_merged.mp4,3_04_15_14_011.jpg,16,2,,
3_04_15_14_merged.mp4,3_04_15_14_012.jpg,16,1,,
3_04_15_14_merged.mp4,3_04_15_14_013.jpg,16,1,,
3_04_15_14_merged.mp4,3_04_15_14_014.jpg,16,0,,
3_04_15_14_merged.mp4,3_04_15_14_015.jpg,16,0,,
3_04_15_14_merged.mp4,3_04_15_14_016.jpg,16,0,,
3_04_15_14_merged.mp4,3_04_15_14_017.jpg,16,0,,
3_04_15_14_merged.mp4,3_04_15_14_018.jpg,16,1,,
3_04_15_14_merged.mp4,3_04_15_14_019.jpg,16,0,,
3_04_15_14_merged.mp4,3_04_15_14_020.jpg,16,1,,
3_04_15_14_merged.mp4,3_04_15_14_021.jpg,16,0,,
3_04_15_14_merged.mp4,3_04_15_14_022.jpg,16,1,,
3_04_15_14_merged.mp4,3_04_15_14_023.jpg,16,0,,
3_04_15_14_merged.mp4,3_04_15_14_024.jpg,16,0,,
3_04_15_14_merged.mp4,3_04_15_14_025.jpg,16,2,,
3_04_15_14_merged.mp4,3_04_15_14_026.jpg,16,1,,
3_04_15_14_merged.mp4,3_04_15_14_027.jpg,16,1,,
3_04_15_14_merged.mp4,3_04_15_14_028.jpg,16,0,,
3_04_15_14_merged.mp4,3_04_15_14_029.jpg,16,0,,
3_04_15_14_merged.mp4,3_04_15_14_030.jpg,16,2,,
3_04_15_14_merged.mp4,3_04_15_14_031.jpg,16,1,,
3_04_15_14_merged.mp4,3_04_15_14_032.jpg,16,1,,
2_06_17_10_merged.mp4,2_06_17_10_001.jpg,20,1,,
2_06_17_10_merged.mp4,2_06_17_10_002.jpg,20,2,,
2_06_17_10_merged.mp4,2_06_17_10_003.jpg,20,0,,
2_06_17_10_merged.mp4,2_06_17_10_004.jpg,20,0,,
2_06_17_10_merged.mp4,2_06_17_10_005.jpg,20,1,,
2_06_17_10_merged.mp4,2_06_17_10_006.jpg,20,0,,
2_06_17_10_merged.mp4,2_06_17_10_007.jpg,20,0,,
2_06_17_10_merged.mp4,2_06_17_10_008.jpg,20,0,,
2_06_17_10_merged.mp4,2_06_17_10_009.jpg,20,0,,
2_06_17_10_merged.mp4,2_06_17_10_010.jpg,20,0,,
2_06_17_10_merged.mp4,2_06_17_10_011.jpg,20,0,,
2_06_17_10_merged.mp4,2_06_17_10_012.jpg,20,0,,
2_06_17_10_merged.mp4,2_06_17_10_013.jpg,20,0,,
2_06_17_10_merged.mp4,2_06_17_10_014.jpg,20,0,,
2_06_17_10_merged.mp4,2_06_17_10_015.jpg,20,0,,
2_06_17_10_merged.mp4,2_06_17_10_016.jpg,20,1,,
2_06_17_10_merged.mp4,2_06_17_10_017.jpg,20,0,,
2_06_17_10_merged.mp4,2_06_17_10_018.jpg,20,2,,
2_06_17_10_merged.mp4,2_06_17_10_019.jpg,20,1,,
2_06_17_10_merged.mp4,2_06_17_10_020.jpg,20,1,,
2_06_17_10_merged.mp4,2_06_17_10_021.jpg,20,1,,
2_06_17_10_merged.mp4,2_06_17_10_022.jpg,20,0,,
2_06_17_10_merged.mp4,2_06_17_10_023.jpg,20,0,,
2_06_17_10_merged.mp4,2_06_17_10_024.jpg,20,2,,
2_06_17_10_merged.mp4,2_06_17_10_025.jpg,20,1,,
2_06_17_10_merged.mp4,2_06_17_10_026.jpg,20,0,,
2_06_17_10_merged.mp4,2_06_17_10_027.jpg,20,0,,
2_06_17_10_merged.mp4,2_06_17_10_028.jpg,20,0,,
2_06_17_10_merged.mp4,2_06_17_10_029.jpg,20,0,,
2_06_17_10_merged.mp4,2_06_17_10_030.jpg,20,0,,
2_06_17_10_merged.mp4,2_06_17_10_031.jpg,20,1,,
2_06_17_10_merged.mp4,2_06_17_10_032.jpg,20,0,,
2_06_17_11_merged.mp4,2_06_17_11_001.jpg,20,1,,
2_06_17_11_merged.mp4,2_06_17_11_002.jpg,20,0,,
2_06_17_11_merged.mp4,2_06_17_11_003.jpg,20,0,,
2_06_17_11_merged.mp4,2_06_17_11_004.jpg,20,2,,
2_06_17_11_merged.mp4,2_06_17_11_005.jpg,20,0,,
2_06_17_11_merged.mp4,2_06_17_11_006.jpg,20,0,,
2_06_17_11_merged.mp4,2_06_17_11_007.jpg,20,0,,
2_06_17_11_merged.mp4,2_06_17_11_008.jpg,20,0,,
2_06_17_11_merged.mp4,2_06_17_11_009.jpg,20,0,,
2_06_17_11_merged.mp4,2_06_17_11_010.jpg,20,0,,
2_06_17_11_merged.mp4,2_06_17_11_011.jpg,20,0,,
2_06_17_11_merged.mp4,2_06_17_11_012.jpg,20,0,,
2_06_17_11_merged.mp4,2_06_17_11_013.jpg,20,0,,
2_06_17_11_merged.mp4,2_06_17_11_014.jpg,20,0,,
2_06_17_11_merged.mp4,2_06_17_11_015.jpg,20,0,,
2_06_17_11_merged.mp4,2_06_17_11_016.jpg,20,0,,
2_06_17_11_merged.mp4,2_06_17_11_017.jpg,20,0,,
2_06_17_11_merged.mp4,2_06_17_11_018.jpg,20,0,,
2_06_17_11_merged.mp4,2_06_17_11_019.jpg,20,2,,
2_06_17_11_merged.mp4,2_06_17_11_020.jpg,20,1,,
2_06_17_11_merged.mp4,2_06_17_11_021.jpg,20,1,,
2_06_17_11_merged.mp4,2_06_17_11_022.jpg,20,0,,
2_06_17_11_merged.mp4,2_06_17_11_023.jpg,20,2,,
2_06_17_11_merged.mp4,2_06_17_11_024.jpg,20,0,,
2_06_17_11_merged.mp4,2_06_17_11_025.jpg,20,0,,
2_06_17_11_merged.mp4,2_06_17_11_026.jpg,20,0,,
2_06_17_11_merged.mp4,2_06_17_11_027.jpg,20,0,,
2_06_17_11_merged.mp4,2_06_17_11_028.jpg,20,0,,
2_06_17_11_merged.mp4,2_06_17_11_029.jpg,20,1,,
2_06_17_11_merged.mp4,2_06_17_11_030.jpg,20,0,,
2_06_17_11_merged.mp4,2_06_17_11_031.jpg,20,1,,
2_06_17_11_merged.mp4,2_06_17_11_032.jpg,20,1,,
3_07_08_11_merged.mp4,3_07_08_11_001.jpg,19,1,,
3_07_08_11_merged.mp4,3_07_08_11_002.jpg,19,0,,
3_07_08_11_merged.mp4,3_07_08_11_003.jpg,19,0,,
3_07_08_11_merged.mp4,3_07_08_11_004.jpg,19,1,,
3_07_08_11_merged.mp4,3_07_08_11_005.jpg,19,0,,
3_07_08_11_merged.mp4,3_07_08_11_006.jpg,19,1,,
3_07_08_11_merged.mp4,3_07_08_11_007.jpg,19,0,,
3_07_08_11_merged.mp4,3_07_08_11_008.jpg,19,0,,
3_07_08_11_merged.mp4,3_07_08_11_009.jpg,19,0,,
3_07_08_11_merged.mp4,3_07_08_11_010.jpg,19,1,,
3_07_08_11_merged.mp4,3_07_08_11_011.jpg,19,0,,
3_07_08_11_merged.mp4,3_07_08_11_012.jpg,19,0,,
3_07_08_11_merged.mp4,3_07_08_11_013.jpg,19,1,,
3_07_08_11_merged.mp4,3_07_08_11_014.jpg,19,2,,
3_07_08_11_merged.mp4,3_07_08_11_015.jpg,19,2,,
3_07_08_11_merged.mp4,3_07_08_11_016.jpg,19,1,,
3_07_08_11_merged.mp4,3_07_08_11_017.jpg,19,2,,
3_07_08_11_merged.mp4,3_07_08_11_018.jpg,19,1,,
3_07_08_11_merged.mp4,3_07_08_11_019.jpg,19,1,,
3_07_08_11_merged.mp4,3_07_08_11_020.jpg,19,1,,
3_07_08_11_merged.mp4,3_07_08_11_021.jpg,19,1,,
3_07_08_11_merged.mp4,3_07_08_11_022.jpg,19,1,,
3_07_08_11_merged.mp4,3_07_08_11_023.jpg,19,0,,
3_07_08_11_merged.mp4,3_07_08_11_024.jpg,19,0,,
3_07_08_11_merged.mp4,3_07_08_11_025.jpg,19,1,,
3_07_08_11_merged.mp4,3_07_08_11_026.jpg,19,2,,
3_07_08_11_merged.mp4,3_07_08_11_027.jpg,19,0,,
3_07_08_11_merged.mp4,3_07_08_11_028.jpg,19,1,,
