Initiator,Receiver,EventTime,Correct
3,1,06:56,1
14,17,12:18,1
5,7,13:31,0
2,18,18:08,1
11,1,23:50,1
3,11,23:55,1
9,18,29:10:00,1
17,1,31:09:00,1
13,4,34:58:00,0
12,6,36:28:00,1
2,18,38:06:00,1
16,13,41:25:00,0
9,6,43:57:00,1
17,3,45:13:00,1
3,9,48:23:00,1
1,18,48:34:00,1
11,5,49:54:00,1
3,7,53:51:00,1
7,2,54:09:00,1
9,6,54:34:00,1
15,14,55:35:00,1
15,8,58:23:00,0
9,10,58:25:00,1
9,14,58:28:00,1
