Initiator,Receiver,EventTime,Correct
5,1,16:51,1
5,10,18:17,1
13,15,23:24,1
5,16,24:51:00,1
9,1,28:42:00,0
13,16,32:12:00,1
4,3,33:57:00,1
4,7,35:28:00,1
5,10,36:48:00,1
15,3,45:53:00,1
2,16,46:17:00,1
2,1,57:04:00,0
