Initiator,Receiver,EventTime,Correct
14,5,37:09:00,-1
4,8,42:20:00,-1
17,12,42:28:00,-1
4,9,42:47:00,-1
5,15,42:55:00,-1
5,13,43:01:00,-1
5,2,43:08:00,-1
5,14,49:17:00,0
5,17,49:20:00,0
2,10,50:56:00,1
