Initiator,Receiver,EventTime,Correct
5,15,10:04,1
3,1,30:26:00,1
3,11,34:23:00,0
8,3,47:53:00,1
13,18,48:19:00,1
3,9,57:55:00,1
5,14,59:11:00,1
