Initiator,Receiver,EventTime,Correct
11,15,13:30,0
4,2,16:57,1
2,10,17:02,1
1,6,22:53,1
6,13,29:40:00,1
13,9,45:21:00,0
2,16,52:37:00,1
8,11,54:21:00,1
15,9,59:24:00,1
