Initiator,Receiver,EventTime,Correct
8,9,03:51,1
3,17,07:33,1
8,16,17:57,0
16,11,24:11:00,1
16,1,42:13:00,1
16,14,42:31:00,1
14,17,45:11:00,1
13,2,45:45:00,1
10,7,53:24:00,1
8,15,58:28:00,0
