Initiator,Receiver,EventTime,Correct
10,4,09:07,1
4,13,09:15,0
14,2,21:33,1
2,1,33:29:00,1
2,10,33:35:00,1
8,7,39:24:00,1
13,9,40:06:00,1
6,8,43:40:00,0
6,1,46:54:00,1
20,13,49:49:00,1
18,12,56:16:00,0
