Initiator,Receiver
8,14
11,15
1,2
2,13
8,9
9,7
10,6
9,6
1,15
15,1
12,2
8,10
5,13
7,2
6,2
3,15
9,14
13,2
15,11
11,15
7,15
7,15
13,16
7,16
4,2
10,4
3,2
3,1
6,1
10,11
11,14
6,7
5,4
7,13
4,11
11,13
2,4
13,11
13,2
2,3
13,2
13,1
6,2
16,2
1,15
10,4
12,15
6,3
3,15
15,3
15,3
4,1
8,3
1,16
4,1
2,10
8,14
2,14
14,2
1,15
8,14
4,11
8,10
6,11
2,15
13,6
6,15
15,13
6,15
7,6
6,8
16,2
9,8
12,9
9,10
1,13
12,13
3,10
14,2
1,2
2,3
1,3
2,1
9,1
15,16
13,12
8,16
6,9
11,1
16,7
1,7
8,7
1,13
9,6
1,11
14,1
8,2
12,2
9,13
1,3
6,14
4,7
4,2
2,4
6,4
6,9
14,15
5,12
15,10
12,5
15,13
5,1
15,14
13,10
11,2
15,2
11,1
6,2
8,15
9,6
8,9
9,2
2,7
11,1
1,16
6,2
1,3
3,1
5,13
13,15
5,2
13,8
10,16
13,11
16,10
6,14
13,16
1,10
1,2
2,1
15,13
13,15
6,1
4,1
14,2
8,15
10,14
15,10
15,10
15,14
8,15
5,2
9,2
9,2
3,5
7,2
6,5
6,16
1,16
9,15
11,8
1,13
11,1
1,3
6,13
3,7
16,5
6,9
15,8
8,13
15,13
12,16
1,11
5,11
13,5
5,3
14,16
9,10
11,16
10,1
5,4
