Round,Period label,Sow earmark,Sow spraymark,Pheromone,Lesion scale ears,Lesion scale front quarter,Lesion scale middle quarter,Lesion scale hind quarter,Lesion scale legs,Lesion score ears,Lesion score front quarter,Lesion score middle quarter,Lesion score hind quarter,Lesion score legs,Lesion score total,Lesion score individual
9,D2-D7,11,2,Control,a,b,a,a,a,2,7,3,1,1,14,1
9,D2-D7,20,3,Control,a,b,a,a,a,1,5,3,1,0,10,1
9,D2-D7,28,4,Control,a,a,b,a,a,1,2,5,0,0,8,1
9,D2-D7,29,5,Control,a,a,a,a,a,0,3,1,0,0,4,0
9,D2-D7,33,6,Control,a,d,b,a,a,1,25,5,3,1,35,2
9,D2-D7,45,7,Control,a,c,c,b,a,1,13,12,6,1,33,2
9,D2-D7,52,8,Control,a,a,c,b,a,2,3,11,5,1,22,1
9,D2-D7,53,9,Control,a,a,a,a,a,1,4,3,0,0,8,0
9,D2-D7,94,10,Control,a,a,a,a,a,0,1,1,1,1,4,0
9,D2-D7,103,11,Control,a,c,a,a,a,1,12,2,0,1,16,1
9,D2-D7,109,12,Control,a,a,a,a,a,0,2,4,1,0,7,0
9,D2-D7,111,13,Control,a,c,b,a,a,0,13,10,1,1,25,1
9,D2-D7,119,14,Control,a,b,a,a,a,0,9,3,2,1,15,1
9,D2-D7,146,15,Control,a,a,a,a,a,0,1,1,1,0,3,0
9,D2-D7,153,16,Control,a,c,a,a,a,0,15,4,0,0,19,1
9,D2-D7,155,17,Control,a,a,b,a,a,1,2,8,0,1,12,1
9,D7-D9,7,1,Control,a,a,a,a,a,1,0,0,0,1,2,0
9,D7-D9,11,2,Control,a,b,a,a,a,2,6,2,1,2,13,1
9,D7-D9,20,3,Control,a,b,b,a,a,1,6,6,2,0,15,1
9,D7-D9,28,4,Control,a,a,b,a,a,1,4,7,0,0,12,1
9,D7-D9,29,5,Control,a,a,a,a,a,1,1,1,1,0,4,0
9,D7-D9,33,6,Control,a,d,b,a,a,1,27,10,3,0,41,2
9,D7-D9,45,7,Control,a,b,d,b,a,1,9,16,6,0,32,2
9,D7-D9,52,8,Control,a,a,c,a,a,2,3,11,2,0,18,1
9,D7-D9,53,9,Control,a,a,a,a,a,0,2,3,1,0,6,0
9,D7-D9,94,10,Control,a,a,a,a,a,0,1,1,3,1,6,0
9,D7-D9,103,11,Control,a,c,b,a,a,0,14,6,1,0,21,1
9,D7-D9,109,12,Control,a,a,a,a,a,1,3,4,1,2,11,0
9,D7-D9,111,13,Control,a,c,b,b,a,0,14,10,5,0,29,1
9,D7-D9,119,14,Control,a,a,a,a,a,0,4,4,3,1,12,0
9,D7-D9,146,15,Control,a,a,a,a,a,0,1,1,0,0,2,0
9,D7-D9,153,16,Control,a,b,a,a,a,0,9,3,1,1,14,1
9,D7-D9,155,17,Control,a,b,c,a,a,0,9,13,1,1,24,1
9,D9-D17,7,1,Control,a,a,a,a,a,1,1,1,3,0,6,0
9,D9-D17,11,2,Control,a,a,a,a,a,0,4,3,1,1,9,0
9,D9-D17,20,3,Control,a,a,b,a,a,1,4,5,1,2,13,1
9,D9-D17,28,4,Control,a,a,a,a,a,0,2,4,0,0,6,0
9,D9-D17,29,5,Control,a,a,a,a,a,0,1,1,1,1,4,0
9,D9-D17,33,6,Control,a,d,d,a,a,0,34,20,3,1,58,2
9,D9-D17,45,7,Control,a,b,c,b,a,1,9,14,7,1,32,1
9,D9-D17,52,8,Control,a,a,b,a,a,0,1,6,1,0,8,1
9,D9-D17,53,9,Control,a,b,a,a,a,1,7,4,1,0,13,1
9,D9-D17,94,10,Control,a,a,a,a,a,0,3,2,0,0,5,0
9,D9-D17,103,11,Control,a,b,a,a,a,1,6,2,1,0,10,1
9,D9-D17,109,12,Control,a,a,a,a,a,0,2,2,0,1,5,0
9,D9-D17,111,13,Control,a,c,b,a,a,0,15,6,3,0,24,1
9,D9-D17,119,14,Control,a,c,b,c,a,0,11,6,11,2,30,2
9,D9-D17,146,15,Control,a,a,a,a,a,0,1,0,0,0,1,0
9,D9-D17,153,16,Control,a,a,a,a,a,0,4,3,3,2,12,0
9,D9-D17,155,17,Control,a,c,b,a,a,0,14,8,2,1,25,1
