Initiator,Receiver,EventTime,Correct
11,9,00:36,0
11,7,01:29,0
1,15,03:42,1
1,12,09:59,1
13,15,17:23,1
10,11,19:24,0
10,15,22:07,1
16,7,23:20,1
5,10,23:45,1
10,5,23:53,1
13,16,25:11:00,0
7,5,25:19:00,1
15,9,25:23:00,1
5,15,26:17:00,1
5,7,27:54:00,0
7,5,28:00:00,1
9,7,30:49:00,1
2,13,30:59:00,1
8,12,31:04:00,1
16,14,31:49:00,0
2,9,32:04:00,1
10,2,41:44:00,1
12,10,46:27:00,0
6,10,46:48:00,1
13,15,57:47:00,1
