Initiator,Receiver,EventTime,Correct
4,18,04:07,1
16,8,04:27,0
17,10,05:54,1
1,12,06:56,0
1,14,06:57,1
17,10,07:39,1
18,3,07:51,1
4,18,12:16,0
1,13,12:58,1
18,9,14:07,1
1,4,22:55,1
12,8,23:03,1
4,18,25:17:00,1
4,16,31:25:00,1
17,1,35:53:00,0
12,15,38:22:00,1
18,1,39:51:00,1
1,18,41:17:00,1
10,17,42:08:00,0
10,9,47:21:00,1
4,15,53:48:00,0
12,13,53:51:00,1
8,15,54:03:00,1
17,11,54:45:00,1
12,4,56:32:00,1
