Initiator,Receiver,EventTime,Correct
1,7,00:30,1
6,14,03:17,1
14,8,03:18,1
20,7,04:25,1
5,4,06:26,0
20,7,07:20,1
5,17,10:04,1
4,8,11:01,1
4,5,11:43,0
20,4,13:52,1
3,11,19:44,1
17,5,21:48,1
6,7,22:29,1
14,5,24:59:00,1
5,12,29:26:00,1
13,6,32:15:00,1
6,3,32:31:00,0
10,12,34:10:00,1
10,4,40:29:00,1
6,7,40:41:00,0
12,8,42:29:00,0
2,11,44:10:00,1
16,18,47:19:00,0
12,18,55:00:00,1
12,11,58:54:00,1
