Initiator,Receiver,EventTime,Correct
13,3,15:58,0
9,16,16:53,1
9,1,19:56,1
9,11,22:02,1
7,2,24:43:00,1
9,7,25:09:00,1
1,6,26:08:00,0
7,1,26:09:00,1
13,2,26:35:00,0
7,11,26:36:00,1
3,2,28:33:00,1
9,5,29:58:00,1
11,2,30:15:00,0
3,1,30:21:00,1
6,3,30:40:00,1
2,3,30:56:00,1
14,5,33:53:00,1
5,6,35:37:00,1
6,7,43:16:00,0
2,6,45:20:00,1
8,10,47:55:00,1
