Initiator,Receiver,EventTime,Correct
17,3,17:29,0
6,3,21:49,1
11,7,22:27,0
7,5,24:53:00,1
6,1,28:42:00,1
7,6,32:18:00,1
11,6,41:39:00,1
2,12,43:22:00,1
12,15,43:41:00,0
1,10,44:56:00,1
1,8,45:19:00,1
8,10,46:45:00,0
14,5,47:03:00,1
11,4,47:04:00,1
5,16,47:05:00,0
1,7,47:50:00,1
7,16,49:38:00,0
9,2,49:42:00,1
17,12,51:59:00,1
8,6,52:31:00,1
6,13,53:15:00,1
1,11,55:42:00,0
3,2,55:59:00,0
4,3,56:30:00,1
12,15,59:42:00,1
