Initiator,Receiver,EventTime,Correct
15,11,01:07,0
1,16,02:07,0
3,5,08:28,0
10,14,23:02,1
9,13,27:49:00,1
13,1,28:03:00,1
1,15,28:45:00,1
1,9,33:26:00,1
9,13,34:55:00,1
3,13,36:14:00,0
1,9,36:40:00,1
13,2,37:03:00,1
3,2,39:30:00,1
18,3,46:14:00,0
12,17,46:45:00,0
18,17,51:39:00,1
13,6,53:15:00,1
13,9,53:31:00,1
14,6,55:08:00,1
6,17,55:15:00,1
14,7,56:50:00,1
16,3,57:10:00,1
7,6,58:15:00,0
1,12,58:44:00,1
13,14,59:34:00,1
