Initiator,Receiver,EventTime,Correct
12,3,02:08,1
8,7,05:25,0
8,15,05:35,1
12,6,06:24,1
19,11,08:47,1
7,17,10:41,0
13,15,11:21,1
3,15,19:15,0
18,19,19:34,1
16,8,20:28,1
16,6,21:01,0
18,16,24:11:00,1
12,7,25:24:00,1
19,12,28:45:00,1
1,2,30:05:00,0
17,16,31:48:00,1
8,12,40:10:00,1
6,8,41:14:00,0
1,16,42:18:00,1
11,6,43:57:00,1
19,13,44:53:00,0
2,13,46:01:00,1
6,13,46:14:00,1
7,5,47:25:00,0
13,3,53:59:00,0
