Initiator,Receiver,EventTime,Correct
5,8,01:00,1
10,4,04:28,1
15,2,08:37,1
15,3,12:39,1
4,2,14:29,1
12,13,16:00,1
1,15,20:17,1
4,3,20:37,0
7,3,26:28:00,1
9,11,27:33:00,1
5,3,27:55:00,0
2,9,28:24:00,1
16,7,28:26:00,1
14,10,29:09:00,1
2,12,29:20:00,0
9,2,29:49:00,1
10,2,29:56:00,1
2,13,30:13:00,0
10,12,31:16:00,0
1,6,44:12:00,1
13,4,45:28:00,1
3,13,46:53:00,0
1,6,47:44:00,1
13,1,48:15:00,1
1,2,48:41:00,1
