Initiator,Receiver,EventTime,Correct
12,3,00:41,1
16,12,00:59,1
17,1,01:57,0
18,13,14:20,1
18,13,15:43,1
15,9,17:08,1
6,18,18:43,0
4,6,25:57:00,1
16,11,28:32:00,1
10,1,30:41:00,1
6,18,30:52:00,1
18,6,31:37:00,1
12,8,37:53:00,1
8,12,40:14:00,1
15,17,44:43:00,0
18,1,46:17:00,0
5,3,48:23:00,1
12,3,48:37:00,1
18,5,50:22:00,1
5,13,51:23:00,0
15,8,54:20:00,1
8,15,54:21:00,1
8,6,55:08:00,1
17,15,55:27:00,1
10,11,59:02:00,1
