Initiator,Receiver,EventTime,Correct
9,12,00:32,1
3,12,01:38,1
5,16,08:19,1
17,2,12:24,0
4,17,13:25,1
17,11,16:32,1
5,3,16:36,1
3,2,20:05,1
10,1,23:41,1
16,9,23:43,0
15,2,23:53,1
9,2,24:18:00,1
9,16,25:21:00,0
3,11,28:28:00,1
16,7,35:49:00,0
13,11,36:27:00,1
9,6,40:04:00,1
7,15,45:08:00,1
17,8,45:45:00,0
7,15,48:36:00,1
16,7,48:45:00,0
11,5,54:35:00,0
16,11,55:32:00,0
2,12,57:46:00,1
15,12,58:31:00,1
