Initiator,Receiver,EventTime,Correct
13,17,04:13,1
17,1,04:53,0
17,8,07:08,1
5,4,10:04,1
20,13,17:29,0
4,13,20:51,1
2,12,21:48,1
7,8,25:26:00,1
17,19,27:20:00,1
12,7,27:43:00,1
2,12,28:12:00,1
14,9,31:42:00,0
2,12,33:05:00,1
8,4,34:20:00,1
10,4,35:03:00,1
13,9,37:14:00,0
2,17,38:09:00,0
10,4,38:12:00,1
12,8,39:12:00,1
8,7,39:24:00,1
9,12,48:37:00,1
1,13,49:47:00,1
13,20,49:47:00,0
1,11,50:44:00,1
18,12,57:51:00,1
